0.00000,1.38487,0.00000,2.43723,0.00000,0.00000,2.92760,0.00000,0.00000,2.75319,2.74638,0.00000,1.79304,0.00000,0.00000,0.00000,0.00000,2.76329,2.69654,0.00000,4.48893,0.00000,2.21479,0.00000,2.55562,0.00000,0.00000,3.84510,0.00000,0.00000,0.00000,0.00000,0.00000,1.04912,0.00000,1.89622,0.00000,3.33209,0.00000,1.28505,2.73281,2.44280,0.00000,0.00000,0.10000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,2.91022,3.12894,0.00000,0.00000,2.65351,0.00000,0.00000,2.62557,0.00000,0.00000,0.00000,2.25191,2.61824,0.00000,1.35913,0.00000,0.00000,1.40562,3.73792,0.00000,4.16891,0.00000,2.80171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.88944,0.00000,0.00000,0.00000,0.00000,0.00000,1.37745,1.35755,0.00000,0.00000,3.80505,0.00000,0.00000,3.21207,0.00000,0.00000,0.00000,0.00000
0.00000,2.98885,0.00000,0.00000,2.30232,0.00000,0.00000,2.79480,3.65002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.39468,3.64354,3.01366,0.00000,0.00000,0.00000,0.00000,2.05174,0.00000,0.00000,0.00000,0.00000,0.00000,2.91845,0.00000,2.06472,0.00000,2.12967,0.00000,0.00000,0.00000,2.41822,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.59400,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,2.64080,2.49933,2.91123,0.00000,3.67798,2.32672,2.50317,0.00000,2.68854,0.00000,0.00000,0.00000,0.00000,1.81035,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.93154,0.00000,0.00000,4.11220,0.00000,0.00000,0.00000,0.00000,2.46203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.27678,0.00000,0.00000,2.57017,0.00000,0.00000,0.00000,0.00000
2.41337,0.00000,3.53746,0.00000,0.00000,0.00000,0.00000,2.87934,0.00000,0.00000,2.14060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.23439,0.00000,3.23681,0.00000,0.00000,0.00000,2.72479,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.33499,2.06963,1.01572,2.17067,0.00000,0.00000,3.31323,0.00000,0.00000,0.00000,0.00000,0.00000,2.90323,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.10000,0.00000,2.17422,0.00000,2.54500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.22686,0.00000,1.63483,0.00000,3.91662,0.00000,1.26975,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.36715,1.96152,0.00000,0.00000,0.00000,2.98914,0.00000,2.38937,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.53705,0.00000,2.01995,0.00000,0.00000
3.43753,0.00000,0.00000,0.00000,0.00000,1.15200,0.00000,0.00000,0.00000,0.00000,0.00000,3.15465,2.60154,2.31293,0.00000,0.00000,0.00000,0.00000,3.62878,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.76429,2.18849,0.00000,1.17516,0.00000,2.10186,0.00000,1.05323,3.45247,0.00000,0.00000,0.00000,2.35473,2.28590,0.00000,0.00000,1.44432,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
